Date,Hour,Value,MonthBlock,IsCancelled,IsPrivate
2025-08-13,13:00:00,M,8,0,0
2025-08-14,13:00:00,H,8,0,0
2025-08-14,13:00:00,M,8,0,0
2025-08-14,13:00:00,WBD,8,0,0
2025-08-15,13:00:00,H,8,0,0
2025-08-15,13:00:00,M,8,0,0
2025-08-16,13:00:00,H,8,0,0
2025-08-16,13:00:00,M,8,0,0
2025-08-16,13:00:00,WBD,8,0,0
2025-08-17,13:00:00,H!,8,0,0
2025-08-17,13:00:00,M,8,0,0
2025-08-18,13:00:00,H,8,0,0
2025-08-18,13:00:00,M,8,0,0
2025-08-18,13:00:00,WBD,8,0,0
2025-08-19,13:00:00,H,8,0,0
2025-08-19,13:00:00,M,8,0,0
2025-08-19,13:00:00,WBD,8,0,0
2025-08-19,13:00:00,P,8,0,0
2025-08-20,13:00:00,M,8,0,0
2025-08-20,13:00:00,WBD,8,0,0
2025-08-21,13:00:00,H,8,0,0
2025-08-21,13:00:00,M,8,0,0
2025-08-21,13:00:00,WBD,8,0,0
2025-08-22,13:00:00,EK,8,0,0
2025-08-23,13:00:00,CANCELLED,8,1,0
2025-08-24,13:00:00,H,8,0,0
2025-08-24,13:00:00,M,8,0,0
2025-08-24,13:00:00,WBD,8,0,0
2025-08-25,13:00:00,H,8,0,0
2025-08-25,13:00:00,M,8,0,0
2025-08-26,13:00:00,H,8,0,0
2025-08-26,13:00:00,M,8,0,0
2025-08-26,13:00:00,WBD,8,0,0
2025-08-26,13:00:00,P,8,0,0
2025-08-27,13:00:00,H,8,0,0
2025-08-27,13:00:00,M,8,0,0
2025-08-27,13:00:00,P,8,0,0
2025-08-28,13:00:00,H,8,0,0
2025-08-28,13:00:00,M,8,0,0
2025-08-28,13:00:00,WBD,8,0,0
2025-08-29,13:00:00,H,8,0,0
2025-08-29,13:00:00,P,8,0,0
2025-08-30,13:00:00,H,8,0,0
2025-08-30,13:00:00,M,8,0,0
2025-08-30,13:00:00,WBD,8,0,0
2025-08-31,13:00:00,M,8,0,0
2025-08-31,13:00:00,H,8,0,0
2025-08-31,13:00:00,P,8,0,0
2025-08-01,14:00:00,H,8,0,0
2025-08-01,14:00:00,M,8,0,0
2025-08-02,14:00:00,CANCELLED,8,1,0
2025-08-03,14:00:00,CANCELLED,8,1,0
2025-08-04,14:00:00,H,8,0,0
2025-08-04,14:00:00,M,8,0,0
2025-08-04,14:00:00,F,8,0,0
2025-08-05,14:00:00,PRIVATE,8,0,1
2025-08-06,14:00:00,PRIVATE,8,0,1
2025-08-07,14:00:00,H!,8,0,0
2025-08-07,14:00:00,M,8,0,0
2025-08-08,14:00:00,CANCELLED,8,1,0
2025-08-09,14:00:00,PRIVATE,8,0,1
2025-08-10,14:00:00,H,8,0,0
2025-08-10,14:00:00,M,8,0,0
2025-08-11,14:00:00,PRIVATE,8,0,1
2025-08-12,14:00:00,PRIVATE,8,0,1
2025-08-13,14:00:00,PRIVATE,8,0,1
2025-08-14,14:00:00,CANCELLED,8,1,0
2025-08-15,14:00:00,CANCELLED,8,1,0
2025-08-16,14:00:00,CANCELLED,8,1,0
2025-08-17,14:00:00,PRIVATE,8,0,1
2025-08-18,14:00:00,H,8,0,0
2025-08-18,14:00:00,M,8,0,0
2025-08-19,14:00:00,H,8,0,0
2025-08-19,14:00:00,M,8,0,0
2025-08-20,14:00:00,PRIVATE,8,0,1
2025-08-21,14:00:00,M,8,0,0
2025-08-21,14:00:00,H,8,0,0
2025-08-21,14:00:00,WBD,8,0,0
2025-08-22,14:00:00,PRIVATE,8,0,1
2025-08-23,14:00:00,CANCELLED,8,1,0
2025-08-24,14:00:00,H,8,0,0
2025-08-25,14:00:00,CANCELLED,8,1,0
2025-08-26,14:00:00,CANCELLED,8,1,0
2025-08-27,14:00:00,PRIVATE,8,0,1
2025-08-28,14:00:00,PRIVATE,8,0,1
2025-08-29,14:00:00,PRIVATE,8,0,1
2025-08-30,14:00:00,PRIVATE,8,0,1
2025-08-31,14:00:00,PRIVATE,8,0,1
2025-08-01,17:00:00,CANCELLED,8,1,0
2025-08-02,17:00:00,CANCELLED,8,1,0
2025-08-03,17:00:00,CANCELLED,8,1,0
2025-08-04,17:00:00,H!,8,0,0
2025-08-04,17:00:00,M,8,0,0
2025-08-04,17:00:00,F,8,0,0
2025-08-05,17:00:00,CANCELLED,8,1,0
2025-08-06,17:00:00,H!,8,0,0
2025-08-06,17:00:00,M,8,0,0
2025-08-06,17:00:00,WBD,8,0,0
2025-08-07,17:00:00,H!,8,0,0
2025-08-07,17:00:00,M,8,0,0
2025-08-08,17:00:00,CANCELLED,8,1,0
2025-08-09,17:00:00,H,8,0,0
2025-08-09,17:00:00,M,8,0,0
2025-08-09,17:00:00,WBD,8,0,0
2025-08-10,17:00:00,H,8,0,0
2025-08-10,17:00:00,M,8,0,0
2025-08-11,17:00:00,H,8,0,0
2025-08-11,17:00:00,M,8,0,0
2025-08-11,17:00:00,WBD,8,0,0
2025-08-12,17:00:00,H,8,0,0
2025-08-12,17:00:00,M,8,0,0
2025-08-13,17:00:00,H,8,0,0
2025-08-13,17:00:00,M,8,0,0
2025-08-13,17:00:00,WBD,8,0,0
2025-08-14,17:00:00,H!,8,0,0
2025-08-14,17:00:00,M,8,0,0
2025-08-15,17:00:00,H,8,0,0
2025-08-15,17:00:00,M,8,0,0
2025-08-16,17:00:00,CANCELLED,8,1,0
2025-08-17,17:00:00,H,8,0,0
2025-08-17,17:00:00,M,8,0,0
2025-08-17,17:00:00,WBD,8,0,0
2025-08-18,17:00:00,H,8,0,0
2025-08-19,17:00:00,H,8,0,0
2025-08-19,17:00:00,M,8,0,0
2025-08-19,17:00:00,WBD,8,0,0
2025-08-19,17:00:00,P,8,0,0
2025-08-20,17:00:00,H,8,0,0
2025-08-20,17:00:00,M,8,0,0
2025-08-21,17:00:00,H,8,0,0
2025-08-21,17:00:00,M,8,0,0
2025-08-21,17:00:00,WBD,8,0,0
2025-08-21,17:00:00,P,8,0,0
2025-08-22,17:00:00,H,8,0,0
2025-08-22,17:00:00,M,8,0,0
2025-08-23,17:00:00,CANCELLED,8,1,0
2025-08-24,17:00:00,H,8,0,0
2025-08-24,17:00:00,M,8,0,0
2025-08-25,17:00:00,H,8,0,0
2025-08-25,17:00:00,M,8,0,0
2025-08-26,17:00:00,CANCELLED,8,1,0
2025-08-27,17:00:00,H,8,0,0
2025-08-27,17:00:00,M,8,0,0
2025-08-27,17:00:00,WBD,8,0,0
2025-08-28,17:00:00,H,8,0,0
2025-08-28,17:00:00,M,8,0,0
2025-08-28,17:00:00,WBD,8,0,0
2025-08-29,17:00:00,H,8,0,0
2025-08-29,17:00:00,M,8,0,0
2025-08-29,17:00:00,WBD,8,0,0
2025-08-30,17:00:00,P,8,0,0
2025-08-30,17:00:00,H!,8,0,0
2025-08-31,17:00:00,CANCELLED,8,1,0
2025-09-01,09:00:00,M,9,0,0
2025-09-01,09:00:00,WBD,9,0,0
2025-09-02,09:00:00,H,9,0,0
2025-09-02,09:00:00,M,9,0,0
2025-09-03,09:00:00,H,9,0,0
2025-09-03,09:00:00,M,9,0,0
2025-09-03,09:00:00,WBD,9,0,0
2025-09-03,09:00:00,P,9,0,0
2025-09-04,09:00:00,H!,9,0,0
2025-09-04,09:00:00,M,9,0,0
2025-09-04,09:00:00,WBD,9,0,0
2025-09-05,09:00:00,H,9,0,0
2025-09-05,09:00:00,M,9,0,0
2025-09-06,09:00:00,H,9,0,0
2025-09-06,09:00:00,M,9,0,0
2025-09-07,09:00:00,CANCELLED,9,1,0
2025-09-08,09:00:00,H,9,0,0
2025-09-08,09:00:00,WBD,9,0,0
2025-09-08,09:00:00,P,9,0,0
2025-09-09,09:00:00,CANCELLED,9,1,0
2025-09-10,09:00:00,H,9,0,0
2025-09-10,09:00:00,M,9,0,0
2025-09-10,09:00:00,WBD,9,0,0
2025-09-11,09:00:00,H,9,0,0
2025-09-11,09:00:00,WBD,9,0,0
2025-09-12,09:00:00,H,9,0,0
2025-09-12,09:00:00,M,9,0,0
2025-09-12,09:00:00,WBD,9,0,0
2025-09-12,09:00:00,P,9,0,0
2025-09-13,09:00:00,M,9,0,0
2025-09-14,09:00:00,H,9,0,0
2025-09-14,09:00:00,M,9,0,0
2025-09-14,09:00:00,WBD,9,0,0
2025-09-14,09:00:00,P,9,0,0
2025-09-15,09:00:00,H,9,0,0
2025-09-15,09:00:00,M,9,0,0
2025-09-15,09:00:00,P,9,0,0
2025-09-16,09:00:00,M,9,0,0
2025-09-16,09:00:00,P,9,0,0
2025-09-17,09:00:00,M,9,0,0
2025-09-18,09:00:00,CANCELLED,9,1,0
2025-09-19,09:00:00,M,9,0,0
2025-09-19,09:00:00,WBD,9,0,0
2025-09-20,09:00:00,M,9,0,0
2025-09-20,09:00:00,WBD,9,0,0
2025-09-21,09:00:00,H,9,0,0
2025-09-22,09:00:00,H,9,0,0
2025-09-22,09:00:00,M,9,0,0
2025-09-23,09:00:00,EK,9,0,0
2025-09-24,09:00:00,H,9,0,0
2025-09-25,09:00:00,H,9,0,0
2025-09-25,09:00:00,M,9,0,0
2025-09-26,09:00:00,CANCELLED,9,1,0
2025-09-27,09:00:00,CANCELLED,9,1,0
2025-09-28,09:00:00,H,9,0,0
2025-09-28,09:00:00,WBD,9,0,0
2025-09-29,09:00:00,CANCELLED,9,1,0
2025-09-30,09:00:00,EK,9,0,0
2025-09-01,10:00:00,CANCELLED,9,1,0
2025-09-02,10:00:00,H,9,0,0
2025-09-03,10:00:00,H,9,0,0
2025-09-03,10:00:00,M,9,0,0
2025-09-04,10:00:00,PRIVATE,9,0,1
2025-09-05,10:00:00,H!,9,0,0
2025-09-05,10:00:00,M,9,0,0
2025-09-05,10:00:00,P,9,0,0
2025-09-06,10:00:00,H,9,0,0
2025-09-06,10:00:00,M,9,0,0
2025-09-06,10:00:00,P,9,0,0
2025-09-07,10:00:00,CANCELLED,9,1,0
2025-09-08,10:00:00,CANCELLED,9,1,0
2025-09-09,10:00:00,CANCELLED,9,1,0
2025-09-10,10:00:00,H,9,0,0
2025-09-10,10:00:00,M,9,0,0
2025-09-10,10:00:00,WBD,9,0,0
2025-09-10,10:00:00,P,9,0,0
2025-09-11,10:00:00,PRIVATE,9,0,1
2025-09-12,10:00:00,M,9,0,0
2025-09-12,10:00:00,H,9,0,0
2025-09-13,10:00:00,CANCELLED,9,1,0
2025-09-14,10:00:00,H,9,0,0
2025-09-14,10:00:00,M,9,0,0
2025-09-14,10:00:00,P,9,0,0
2025-09-15,10:00:00,PRIVATE,9,0,1
2025-09-01,13:00:00,H,9,0,0
2025-09-01,13:00:00,M,9,0,0
2025-09-01,13:00:00,WBD,9,0,0
2025-09-01,13:00:00,P,9,0,0
2025-09-02,13:00:00,H,9,0,0
2025-09-02,13:00:00,M,9,0,0
2025-09-03,13:00:00,H,9,0,0
2025-09-03,13:00:00,M,9,0,0
2025-09-04,13:00:00,H,9,0,0
2025-09-04,13:00:00,M,9,0,0
2025-09-04,13:00:00,WBD,9,0,0
2025-09-04,13:00:00,P,9,0,0
2025-09-05,13:00:00,H,9,0,0
2025-09-05,13:00:00,M,9,0,0
2025-09-05,13:00:00,P,9,0,0
2025-09-06,13:00:00,H,9,0,0
2025-09-06,13:00:00,M,9,0,0
2025-09-07,13:00:00,CANCELLED,9,1,0
2025-09-08,13:00:00,H,9,0,0
2025-09-08,13:00:00,M,9,0,0
2025-09-09,13:00:00,CANCELLED,9,1,0
2025-09-10,13:00:00,H,9,0,0
2025-09-10,13:00:00,M,9,0,0
2025-09-11,13:00:00,H,9,0,0
2025-09-11,13:00:00,M,9,0,0
2025-09-11,13:00:00,WBD,9,0,0
2025-09-12,13:00:00,H,9,0,0
2025-09-12,13:00:00,M,9,0,0
2025-09-13,13:00:00,M,9,0,0
2025-09-13,13:00:00,P,9,0,0
2025-09-14,13:00:00,H,9,0,0
2025-09-14,13:00:00,M,9,0,0
2025-09-14,13:00:00,WBD,9,0,0
2025-09-14,13:00:00,P,9,0,0
2025-09-15,13:00:00,H,9,0,0
2025-09-15,13:00:00,M,9,0,0
2025-09-15,13:00:00,WBD,9,0,0
2025-09-15,13:00:00,P,9,0,0
2025-09-16,13:00:00,H,9,0,0
2025-09-16,13:00:00,M,9,0,0
2025-09-17,13:00:00,H,9,0,0
2025-09-17,13:00:00,M,9,0,0
2025-09-17,13:00:00,P,9,0,0
2025-09-18,13:00:00,CANCELLED,9,1,0
2025-09-19,13:00:00,CANCELLED,9,1,0
2025-09-20,13:00:00,H,9,0,0
2025-09-20,13:00:00,M,9,0,0
2025-09-21,13:00:00,EK,9,0,0
2025-09-22,13:00:00,H,9,0,0
2025-09-23,13:00:00,CANCELLED,9,1,0
2025-09-24,13:00:00,H,9,0,0
2025-09-25,13:00:00,H,9,0,0
2025-09-25,13:00:00,M,9,0,0
2025-09-25,13:00:00,WBD,9,0,0
2025-09-26,13:00:00,CANCELLED,9,1,0
2025-09-27,13:00:00,H,9,0,0
2025-09-28,13:00:00,EK,9,0,0
2025-09-29,13:00:00,H,9,0,0
2025-09-29,13:00:00,M,9,0,0
2025-09-29,13:00:00,WBD,9,0,0
2025-09-30,13:00:00,CANCELLED,9,1,0
2025-09-01,14:00:00,CANCELLED,9,1,0
2025-09-02,14:00:00,H,9,0,0
2025-09-02,14:00:00,P,9,0,0
2025-09-03,14:00:00,CANCELLED,9,1,0
2025-09-04,14:00:00,PRIVATE,9,0,1
2025-09-05,14:00:00,PRIVATE,9,0,1
2025-09-06,14:00:00,PRIVATE,9,0,1
2025-09-07,14:00:00,CANCELLED,9,1,0
2025-09-08,14:00:00,CANCELLED,9,1,0
2025-09-09,14:00:00,CANCELLED,9,1,0
2025-09-10,14:00:00,H,9,0,0
2025-09-10,14:00:00,WBD,9,0,0
2025-09-11,14:00:00,PRIVATE,9,0,1
2025-09-12,14:00:00,CANCELLED,9,1,0
2025-09-13,14:00:00,CANCELLED,9,1,0
2025-09-14,14:00:00,CANCELLED,9,1,0
2025-09-15,14:00:00,PRIVATE,9,0,1
2025-09-01,17:00:00,H,9,0,0
2025-09-01,17:00:00,M,9,0,0
2025-09-01,17:00:00,WBD,9,0,0
2025-09-02,17:00:00,on,9,0,0
2025-09-02,17:00:00,Harpa,9,0,0
2025-09-03,17:00:00,H,9,0,0
2025-09-03,17:00:00,M,9,0,0
2025-09-03,17:00:00,WBD,9,0,0
2025-09-03,17:00:00,P,9,0,0
2025-09-04,17:00:00,H,9,0,0
2025-09-04,17:00:00,M,9,0,0
2025-09-04,17:00:00,WBD,9,0,0
2025-09-04,17:00:00,P,9,0,0
2025-09-05,17:00:00,H,9,0,0
2025-09-05,17:00:00,M,9,0,0
2025-09-06,17:00:00,H,9,0,0
2025-09-06,17:00:00,M,9,0,0
2025-09-06,17:00:00,P,9,0,0
2025-09-07,17:00:00,CANCELLED,9,1,0
2025-09-08,17:00:00,H,9,0,0
2025-09-08,17:00:00,M,9,0,0
2025-09-09,17:00:00,CANCELLED,9,1,0
2025-09-10,17:00:00,PRIVATE,9,0,1
2025-09-11,17:00:00,H,9,0,0
2025-09-11,17:00:00,WBD,9,0,0
2025-09-12,17:00:00,H,9,0,0
2025-09-12,17:00:00,P,9,0,0
2025-09-13,17:00:00,CANCELLED,9,1,0
2025-09-14,17:00:00,CANCELLED,9,1,0
2025-09-15,17:00:00,PRIVATE,9,0,1
2025-09-16,17:00:00,PRIVATE,9,0,1
2025-09-17,17:00:00,CANCELLED,9,1,0
2025-09-18,17:00:00,O,9,0,0
2025-09-19,17:00:00,CANCELLED,9,1,0
2025-09-20,17:00:00,H,9,0,0
2025-09-20,17:00:00,P,9,0,0
2025-09-21,17:00:00,CANCELLED,9,1,0
2025-09-22,17:00:00,H,9,0,0
2025-09-23,17:00:00,CANCELLED,9,1,0
2025-09-24,17:00:00,CANCELLED,9,1,0
2025-09-25,17:00:00,H,9,0,0
2025-09-25,17:00:00,WBD,9,0,0
2025-09-26,17:00:00,CANCELLED,9,1,0
2025-09-27,17:00:00,H!,9,0,0
2025-09-27,17:00:00,M,9,0,0
2025-09-27,17:00:00,WBD,9,0,0
2025-09-28,17:00:00,M,9,0,0
2025-09-29,17:00:00,(On,9,0,0
2025-09-29,17:00:00,Harpa),9,0,0
2025-09-30,17:00:00,CANCELLED,9,1,0
2025-10-01,09:00:00,H,10,0,0
2025-10-01,09:00:00,M,10,0,0
2025-10-01,09:00:00,WBD,10,0,0
2025-10-02,09:00:00,H,10,0,0
2025-10-02,09:00:00,M,10,0,0
2025-10-02,09:00:00,P,10,0,0
2025-10-03,09:00:00,H,10,0,0
2025-10-03,09:00:00,M,10,0,0
2025-10-03,09:00:00,WBD,10,0,0
2025-10-04,09:00:00,CANCELLED,10,1,0
2025-10-05,09:00:00,M,10,0,0
2025-10-06,09:00:00,H,10,0,0
2025-10-06,09:00:00,M,10,0,0
2025-10-07,09:00:00,EK,10,0,0
2025-10-08,09:00:00,CANCELLED,10,1,0
2025-10-09,09:00:00,CANCELLED,10,1,0
2025-10-10,09:00:00,CANCELLED,10,1,0
2025-10-11,09:00:00,H,10,0,0
2025-10-12,09:00:00,H,10,0,0
2025-10-12,09:00:00,M,10,0,0
2025-10-12,09:00:00,P,10,0,0
2025-10-13,09:00:00,H,10,0,0
2025-10-14,09:00:00,H,10,0,0
2025-10-15,09:00:00,H,10,0,0
2025-10-15,09:00:00,M,10,0,0
2025-10-15,09:00:00,P,10,0,0
2025-10-16,09:00:00,H,10,0,0
2025-10-16,09:00:00,M,10,0,0
2025-10-16,09:00:00,P,10,0,0
2025-10-17,09:00:00,H,10,0,0
2025-10-17,09:00:00,M,10,0,0
2025-10-18,09:00:00,H,10,0,0
2025-10-18,09:00:00,M,10,0,0
2025-10-19,09:00:00,M,10,0,0
2025-10-19,09:00:00,WBD,10,0,0
2025-10-20,09:00:00,WBD,10,0,0
2025-10-20,09:00:00,H,10,0,0
2025-10-21,09:00:00,H,10,0,0
2025-10-21,09:00:00,M,10,0,0
2025-10-21,09:00:00,P,10,0,0
2025-10-22,09:00:00,CANCELLED,10,1,0
2025-10-23,09:00:00,H,10,0,0
2025-10-23,09:00:00,M,10,0,0
2025-10-24,09:00:00,H,10,0,0
2025-10-24,09:00:00,M,10,0,0
2025-10-25,09:00:00,H,10,0,0
2025-10-25,09:00:00,M,10,0,0
2025-10-25,09:00:00,P,10,0,0
2025-10-26,09:00:00,H,10,0,0
2025-10-26,09:00:00,M,10,0,0
2025-10-27,09:00:00,H,10,0,0
2025-10-27,09:00:00,HP,10,0,0
2025-10-28,09:00:00,EK,10,0,0
2025-10-29,09:00:00,H!,10,0,0
2025-10-29,09:00:00,M,10,0,0
2025-10-29,09:00:00,P,10,0,0
2025-10-30,09:00:00,H,10,0,0
2025-10-30,09:00:00,M,10,0,0
2025-10-31,09:00:00,CANCELLED,10,1,0
2025-10-01,13:00:00,H,10,0,0
2025-10-01,13:00:00,M,10,0,0
2025-10-01,13:00:00,P,10,0,0
2025-10-02,13:00:00,H,10,0,0
2025-10-02,13:00:00,M,10,0,0
2025-10-02,13:00:00,WBD,10,0,0
2025-10-03,13:00:00,H,10,0,0
2025-10-04,13:00:00,PRIVATE,10,0,1
2025-10-05,13:00:00,EK,10,0,0
2025-10-06,13:00:00,PRIVATE,10,0,1
2025-10-07,13:00:00,H,10,0,0
2025-10-08,13:00:00,PRIVATE,10,0,1
2025-10-09,13:00:00,PRIVATE,10,0,1
2025-10-10,13:00:00,H,10,0,0
2025-10-11,13:00:00,H,10,0,0
2025-10-11,13:00:00,M,10,0,0
2025-10-11,13:00:00,P,10,0,0
2025-10-12,13:00:00,M,10,0,0
2025-10-12,13:00:00,H,10,0,0
2025-10-12,13:00:00,P,10,0,0
2025-10-13,13:00:00,H,10,0,0
2025-10-13,13:00:00,M,10,0,0
2025-10-14,13:00:00,H,10,0,0
2025-10-15,13:00:00,H,10,0,0
2025-10-15,13:00:00,M,10,0,0
2025-10-16,13:00:00,H,10,0,0
2025-10-16,13:00:00,M,10,0,0
2025-10-17,13:00:00,H,10,0,0
2025-10-17,13:00:00,M,10,0,0
2025-10-17,13:00:00,P,10,0,0
2025-10-18,13:00:00,M,10,0,0
2025-10-18,13:00:00,WBD,10,0,0
2025-10-18,13:00:00,H,10,0,0
2025-10-19,13:00:00,M,10,0,0
2025-10-20,13:00:00,WBD,10,0,0
2025-10-20,13:00:00,H,10,0,0
2025-10-20,13:00:00,M,10,0,0
2025-10-21,13:00:00,H,10,0,0
2025-10-21,13:00:00,M,10,0,0
2025-10-22,13:00:00,CANCELLED,10,1,0
2025-10-23,13:00:00,H,10,0,0
2025-10-23,13:00:00,M,10,0,0
2025-10-24,13:00:00,H,10,0,0
2025-10-24,13:00:00,M,10,0,0
2025-10-25,13:00:00,H,10,0,0
2025-10-26,13:00:00,H,10,0,0
2025-10-26,13:00:00,M,10,0,0
2025-10-27,13:00:00,H,10,0,0
2025-10-28,13:00:00,EK,10,0,0
2025-10-29,13:00:00,H,10,0,0
2025-10-30,13:00:00,H,10,0,0
2025-10-30,13:00:00,M,10,0,0
2025-10-31,13:00:00,CANCELLED,10,1,0
2025-11-01,09:00:00,H,11,0,0
2025-11-02,09:00:00,WBD,11,0,0
2025-11-02,09:00:00,P,11,0,0
2025-11-03,09:00:00,H,11,0,0
2025-11-04,09:00:00,H,11,0,0
2025-11-05,09:00:00,H,11,0,0
2025-11-06,09:00:00,H,11,0,0
2025-11-06,09:00:00,P,11,0,0
2025-11-07,09:00:00,H,11,0,0
2025-11-07,09:00:00,M,11,0,0
2025-11-07,09:00:00,P,11,0,0
2025-11-07,09:00:00,WBD,11,0,0
2025-11-08,09:00:00,H,11,0,0
2025-11-08,09:00:00,M,11,0,0
2025-11-09,09:00:00,M,11,0,0
2025-11-09,09:00:00,H,11,0,0
2025-11-10,09:00:00,H,11,0,0
2025-11-11,09:00:00,H,11,0,0
2025-11-11,09:00:00,M,11,0,0
2025-11-12,09:00:00,on,11,0,0
2025-11-12,09:00:00,Harpa,11,0,0
2025-11-13,09:00:00,H,11,0,0
2025-11-13,09:00:00,M,11,0,0
2025-11-13,09:00:00,P,11,0,0
2025-11-14,09:00:00,H,11,0,0
2025-11-15,09:00:00,H,11,0,0
2025-11-01,13:00:00,H,11,0,0
2025-11-01,13:00:00,M,11,0,0
2025-11-02,13:00:00,H!,11,0,0
2025-11-02,13:00:00,M,11,0,0
2025-11-03,13:00:00,H,11,0,0
2025-11-03,13:00:00,M,11,0,0
2025-11-04,13:00:00,H,11,0,0
2025-11-04,13:00:00,M,11,0,0
2025-11-05,13:00:00,H,11,0,0
2025-11-05,13:00:00,M,11,0,0
2025-11-06,13:00:00,H!,11,0,0
2025-11-06,13:00:00,M,11,0,0
2025-11-06,13:00:00,P,11,0,0
2025-11-07,13:00:00,M,11,0,0
2025-11-07,13:00:00,H,11,0,0
2025-11-08,13:00:00,H,11,0,0
2025-11-08,13:00:00,P,11,0,0
2025-11-09,13:00:00,M,11,0,0
2025-11-09,13:00:00,H,11,0,0
2025-11-10,13:00:00,H,11,0,0
2025-11-10,13:00:00,M,11,0,0
2025-11-11,13:00:00,H,11,0,0
2025-11-11,13:00:00,M,11,0,0
2025-11-12,13:00:00,H,11,0,0
2025-11-13,13:00:00,H,11,0,0
2025-11-13,13:00:00,M,11,0,0
2025-11-13,13:00:00,P,11,0,0
2025-11-14,13:00:00,H,11,0,0
2025-11-14,13:00:00,M,11,0,0
2025-11-15,13:00:00,H,11,0,0
2025-11-16,13:00:00,H,11,0,0
2025-11-17,13:00:00,H,11,0,0
2025-11-17,13:00:00,M,11,0,0
2025-11-18,13:00:00,H,11,0,0
2025-11-18,13:00:00,WBD,11,0,0
2025-11-19,13:00:00,H,11,0,0
2025-11-19,13:00:00,L,11,0,0
2025-11-20,13:00:00,H,11,0,0
2025-11-21,13:00:00,H,11,0,0
2025-11-22,13:00:00,H,11,0,0
2025-11-22,13:00:00,M,11,0,0
2025-11-22,13:00:00,P,11,0,0
2025-11-23,13:00:00,H,11,0,0
2025-11-23,13:00:00,P,11,0,0
2025-11-24,13:00:00,H,11,0,0
2025-11-25,13:00:00,H,11,0,0
2025-11-26,13:00:00,H,11,0,0
2025-11-26,13:00:00,P,11,0,0
2025-11-27,13:00:00,H,11,0,0
2025-11-28,13:00:00,H,11,0,0
2025-11-29,13:00:00,H,11,0,0
2025-11-30,13:00:00,CANCELLED,11,1,0
2025-12-01,13:00:00,H,12,0,0
2025-12-02,13:00:00,H,12,0,0
2025-12-02,13:00:00,P,12,0,0
2025-12-03,13:00:00,H,12,0,0
2025-12-03,13:00:00,WBD,12,0,0
2025-12-04,13:00:00,H,12,0,0
2025-12-05,13:00:00,H,12,0,0
2025-12-05,13:00:00,P,12,0,0
2025-12-06,13:00:00,H,12,0,0
2025-12-06,13:00:00,WBD,12,0,0
2025-12-07,13:00:00,H!,12,0,0
2025-12-08,13:00:00,H,12,0,0
2025-12-09,13:00:00,H,12,0,0
2025-12-09,13:00:00,WBD,12,0,0
2025-12-10,13:00:00,WBD,12,0,0
2025-12-10,13:00:00,H,12,0,0
2025-12-11,13:00:00,CANCELLED,12,1,0
2025-12-12,13:00:00,H,12,0,0
2025-12-12,13:00:00,WBD,12,0,0
2025-12-13,13:00:00,H,12,0,0
2025-12-14,13:00:00,H,12,0,0
2025-12-14,13:00:00,WBD,12,0,0
2025-12-15,13:00:00,H,12,0,0
2025-12-16,13:00:00,H,12,0,0
2025-12-17,13:00:00,CANCELLED,12,1,0
2025-12-18,13:00:00,H,12,0,0
2025-12-19,13:00:00,H,12,0,0
2025-12-20,13:00:00,H,12,0,0
2025-12-21,13:00:00,H,12,0,0
2025-12-22,13:00:00,H,12,0,0
2025-12-23,13:00:00,EK,12,0,0
2030-12-24,13:00:00,H,12,0,0
2025-12-25,13:00:00,H,12,0,0
2025-12-26,13:00:00,H,12,0,0
2025-12-27,13:00:00,H,12,0,0
2025-12-28,13:00:00,H,12,0,0
2025-12-29,13:00:00,H,12,0,0
2025-12-29,13:00:00,P,12,0,0
2025-12-30,13:00:00,H,12,0,0
2025-12-31,13:00:00,H,12,0,0
